# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,FS_sum_1K,central_1K,shoulder_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,FS_sum_3K,central_3K,shoulder_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,FS_sum_5K,central_5K,shoulder_5K
349.673,-0.511106,-0.757978,-0.499687,-0.504438,-0.753227,362.884,0.257147,-0.495968,0.244982,0.217577,-0.468564,370.327,1.09513,-0.236921,1.06093,0.961962,-0.137955
349.698,-0.51058,-0.758039,-0.499066,-0.503863,-0.753243,362.909,0.258106,-0.496161,0.245564,0.217698,-0.468295,370.354,1.09377,-0.237268,1.06058,0.959772,-0.136457
349.723,-0.51006,-0.7581,-0.498445,-0.503288,-0.753258,362.935,0.259012,-0.496354,0.246133,0.217798,-0.468018,370.382,1.09229,-0.237616,1.06021,0.957524,-0.134927
349.748,-0.50955,-0.758162,-0.497825,-0.502715,-0.753272,362.96,0.259907,-0.496546,0.24669,0.217878,-0.467733,370.409,1.09069,-0.237963,1.05982,0.955217,-0.133362
349.773,-0.50902,-0.758223,-0.497206,-0.502143,-0.753286,362.986,0.260775,-0.496739,0.247236,0.217937,-0.46744,370.437,1.08898,-0.238311,1.0594,0.952851,-0.131763
349.798,-0.508537,-0.758284,-0.496588,-0.501572,-0.7533,363.011,0.26164,-0.496931,0.247768,0.217976,-0.467139,370.464,1.08715,-0.238659,1.05896,0.950428,-0.130131
349.823,-0.507994,-0.758345,-0.495971,-0.501003,-0.753313,363.037,0.262477,-0.497124,0.248288,0.217994,-0.46683,370.492,1.08522,-0.239006,1.05849,0.947943,-0.128462
349.848,-0.507492,-0.758406,-0.495354,-0.500434,-0.753326,363.062,0.263328,-0.497316,0.248795,0.217991,-0.466512,370.52,1.08322,-0.239354,1.058,0.945401,-0.12676
349.873,-0.507029,-0.758467,-0.494738,-0.499867,-0.753338,363.088,0.264126,-0.497509,0.24929,0.217967,-0.466186,370.547,1.08119,-0.239702,1.05748,0.9428,-0.125022
349.898,-0.506604,-0.758528,-0.494124,-0.499302,-0.75335,363.113,0.264908,-0.497702,0.249772,0.217921,-0.465851,370.575,1.0791,-0.240049,1.05694,0.94014,-0.123247
349.923,-0.506131,-0.758589,-0.49351,-0.498738,-0.753361,363.139,0.265712,-0.497894,0.250242,0.217854,-0.465507,370.602,1.07697,-0.240397,1.05638,0.937418,-0.121435
349.948,-0.505688,-0.75865,-0.492897,-0.498175,-0.753372,363.164,0.26652,-0.498087,0.250698,0.217766,-0.465155,370.63,1.07473,-0.240745,1.0558,0.934637,-0.119587
349.973,-0.505215,-0.758711,-0.492285,-0.497614,-0.753382,363.19,0.267345,-0.498279,0.251142,0.217656,-0.464793,370.657,1.0724,-0.241093,1.05519,0.931795,-0.117699
349.998,-0.504773,-0.758772,-0.491674,-0.497054,-0.753392,363.215,0.268196,-0.498472,0.251573,0.217523,-0.464422,370.685,1.06995,-0.241441,1.05456,0.928891,-0.115773
350.023,-0.504352,-0.758833,-0.491064,-0.496496,-0.753401,363.241,0.269079,-0.498664,0.251991,0.217368,-0.464042,370.712,1.06744,-0.241789,1.05391,0.925926,-0.113807
350.048,-0.503919,-0.758894,-0.490455,-0.495939,-0.75341,363.266,0.269878,-0.498857,0.252397,0.217192,-0.463652,370.74,1.06491,-0.242137,1.05323,0.922901,-0.111803
350.073,-0.503445,-0.758955,-0.489848,-0.495385,-0.753418,363.292,0.270609,-0.499049,0.252789,0.216992,-0.463252,370.768,1.06234,-0.242484,1.05254,0.919817,-0.109761
350.098,-0.502959,-0.759016,-0.489241,-0.494832,-0.753426,363.317,0.271306,-0.499242,0.253169,0.21677,-0.462843,370.795,1.05973,-0.242832,1.05183,0.916669,-0.107676
350.123,-0.502468,-0.759077,-0.488636,-0.49428,-0.753433,363.343,0.272033,-0.499435,0.253536,0.216525,-0.462423,370.823,1.05708,-0.24318,1.05109,0.913461,-0.105551
350.148,-0.501932,-0.759138,-0.488033,-0.493731,-0.75344,363.368,0.272701,-0.499627,0.25389,0.216257,-0.461994,370.85,1.0544,-0.243528,1.05033,0.910191,-0.103385
350.173,-0.5014,-0.759199,-0.48743,-0.493183,-0.753446,363.394,0.273327,-0.49982,0.254231,0.215965,-0.461554,370.878,1.05172,-0.243876,1.04956,0.906861,-0.101177
350.198,-0.500815,-0.75926,-0.486828,-0.492637,-0.753452,363.419,0.27391,-0.500012,0.254558,0.215651,-0.461105,370.905,1.04904,-0.244224,1.04876,0.903467,-0.0989266
350.223,-0.500226,-0.759321,-0.486228,-0.492092,-0.753457,363.445,0.27443,-0.500205,0.254873,0.215312,-0.460644,370.933,1.04636,-0.244572,1.04795,0.900013,-0.0966342
350.248,-0.499602,-0.759382,-0.485629,-0.49155,-0.753462,363.47,0.274915,-0.500397,0.255175,0.21495,-0.460173,370.961,1.04364,-0.24492,1.04712,0.896497,-0.0942976
350.273,-0.498927,-0.759444,-0.485032,-0.491009,-0.753466,363.496,0.275382,-0.50059,0.255464,0.214565,-0.459691,370.988,1.04087,-0.245268,1.04627,0.892919,-0.0919183
350.298,-0.49833,-0.759505,-0.484435,-0.490471,-0.753469,363.521,0.275822,-0.500782,0.25574,0.214155,-0.459197,371.016,1.03811,-0.245615,1.0454,0.889279,-0.0894947
350.323,-0.497789,-0.759566,-0.483841,-0.489934,-0.753472,363.547,0.27622,-0.500975,0.256003,0.213721,-0.458693,371.043,1.03536,-0.245963,1.04451,0.885579,-0.0870275
350.348,-0.49722,-0.759627,-0.483248,-0.4894,-0.753475,363.572,0.276583,-0.501167,0.256253,0.213263,-0.458177,371.071,1.03264,-0.246311,1.04361,0.881816,-0.0845152
350.373,-0.496662,-0.759688,-0.482656,-0.488867,-0.753476,363.598,0.276913,-0.50136,0.25649,0.212779,-0.457649,371.098,1.02992,-0.246658,1.04269,0.877991,-0.0819574
350.398,-0.49611,-0.759749,-0.482065,-0.488337,-0.753478,363.623,0.27722,-0.501552,0.256714,0.212272,-0.45711,371.126,1.02717,-0.247006,1.04176,0.874107,-0.0793556
350.423,-0.495561,-0.75981,-0.481477,-0.487809,-0.753478,363.649,0.277512,-0.501745,0.256925,0.211739,-0.456559,371.153,1.02445,-0.247353,1.04081,0.87016,-0.0767075
350.448,-0.495049,-0.759871,-0.48089,-0.487282,-0.753478,363.674,0.277692,-0.501937,0.257124,0.211182,-0.455996,371.181,1.02176,-0.247701,1.03984,0.866148,-0.0740107
350.473,-0.494538,-0.759932,-0.480304,-0.486759,-0.753478,363.7,0.277835,-0.50213,0.257309,0.2106,-0.455421,371.209,1.01912,-0.248049,1.03886,0.862074,-0.0712667
350.498,-0.494012,-0.759993,-0.479721,-0.486237,-0.753477,363.725,0.277962,-0.502322,0.257481,0.209992,-0.454833,371.236,1.01654,-0.248396,1.03786,0.857939,-0.0684762
350.523,-0.493529,-0.760054,-0.479139,-0.485718,-0.753475,363.751,0.278065,-0.502515,0.257641,0.209359,-0.454233,371.264,1.01405,-0.248744,1.03685,0.853739,-0.0656358
350.548,-0.493093,-0.760115,-0.47856,-0.485203,-0.753473,363.776,0.278144,-0.502707,0.257787,0.2087,-0.45362,371.291,1.01164,-0.249092,1.03582,0.849479,-0.0627491
350.573,-0.49264,-0.760176,-0.477982,-0.484689,-0.75347,363.802,0.27817,-0.5029,0.257921,0.208015,-0.452994,371.319,1.00931,-0.249439,1.03478,0.845157,-0.0598137
350.598,-0.49219,-0.760237,-0.477408,-0.484178,-0.753466,363.827,0.278202,-0.503092,0.258042,0.207305,-0.452355,371.346,1.00711,-0.249787,1.03373,0.840775,-0.0568305
350.623,-0.491746,-0.760298,-0.476834,-0.48367,-0.753462,363.853,0.278224,-0.503285,0.25815,0.206568,-0.451703,371.374,1.00501,-0.250134,1.03267,0.836328,-0.053797
350.648,-0.491326,-0.760359,-0.476263,-0.483165,-0.753457,363.878,0.27823,-0.503477,0.258246,0.205806,-0.451037,371.401,1.00294,-0.250482,1.03159,0.831823,-0.0507161
350.673,-0.49089,-0.76042,-0.475694,-0.482662,-0.753452,363.903,0.278222,-0.503669,0.258328,0.205016,-0.450357,371.429,1.00091,-0.250829,1.0305,0.827254,-0.0475844
350.698,-0.490435,-0.760481,-0.475126,-0.482161,-0.753446,363.929,0.278128,-0.503862,0.258399,0.2042,-0.449664,371.456,0.998942,-0.251176,1.0294,0.822626,-0.0444038
350.723,-0.489991,-0.760542,-0.474561,-0.481663,-0.753439,363.954,0.27798,-0.504054,0.258456,0.203358,-0.448956,371.484,0.99706,-0.251524,1.02829,0.817933,-0.0411717
350.748,-0.489519,-0.760603,-0.473997,-0.481168,-0.753432,363.98,0.277838,-0.504247,0.258501,0.202488,-0.448234,371.511,0.995309,-0.251871,1.02716,0.813177,-0.037888
350.773,-0.48903,-0.760664,-0.473435,-0.480675,-0.753424,364.005,0.277672,-0.504439,0.258534,0.201592,-0.447497,371.539,0.993679,-0.252219,1.02603,0.808363,-0.034556
350.798,-0.488509,-0.760725,-0.472874,-0.480184,-0.753415,364.031,0.277451,-0.504632,0.258554,0.200667,-0.446746,371.566,0.992133,-0.252566,1.02488,0.803488,-0.0311733
350.823,-0.487965,-0.760786,-0.472316,-0.479697,-0.753406,364.056,0.277203,-0.504825,0.258561,0.199716,-0.44598,371.594,0.990668,-0.252913,1.02372,0.79855,-0.0277384
350.848,-0.48742,-0.760847,-0.47176,-0.479212,-0.753396,364.082,0.27688,-0.505017,0.258557,0.198737,-0.445198,371.622,0.989303,-0.253261,1.02256,0.793552,-0.0242538
350.873,-0.486832,-0.760908,-0.471207,-0.47873,-0.753385,364.107,0.276524,-0.50521,0.25854,0.197732,-0.444402,371.649,0.988039,-0.253608,1.02138,0.788489,-0.0207143
350.898,-0.486218,-0.760969,-0.470655,-0.478251,-0.753374,364.133,0.276116,-0.505402,0.258511,0.196698,-0.44359,371.677,0.986869,-0.253956,1.0202,0.783364,-0.0171236
350.923,-0.485605,-0.761031,-0.470106,-0.477775,-0.753362,364.158,0.275653,-0.505595,0.258469,0.195636,-0.442762,371.704,0.985791,-0.254304,1.019,0.778182,-0.0134844
350.948,-0.485071,-0.761092,-0.46956,-0.477303,-0.753349,364.184,0.275137,-0.505787,0.258416,0.194547,-0.441919,371.732,0.984824,-0.254651,1.0178,0.772944,-0.00979689
350.973,-0.484485,-0.761153,-0.469015,-0.476833,-0.753335,364.209,0.27453,-0.50598,0.25835,0.19343,-0.44106,371.759,0.983929,-0.254998,1.01659,0.767643,-0.00605578
350.998,-0.483923,-0.761214,-0.468474,-0.476367,-0.753321,364.235,0.273868,-0.506173,0.258273,0.192284,-0.440184,371.787,0.983083,-0.255346,1.01536,0.762275,-0.00225972
351.023,-0.483358,-0.761275,-0.467935,-0.475904,-0.753306,364.26,0.273183,-0.506365,0.258184,0.19111,-0.439292,371.814,0.982297,-0.255694,1.01413,0.756852,0.00158427
351.048,-0.482831,-0.761336,-0.467399,-0.475445,-0.75329,364.286,0.272471,-0.506558,0.258083,0.189908,-0.438383,371.842,0.981611,-0.256041,1.01289,0.75137,0.00547868
351.073,-0.482258,-0.761397,-0.466865,-0.474988,-0.753274,364.311,0.271667,-0.50675,0.25797,0.188677,-0.437457,371.869,0.980987,-0.256389,1.01164,0.74583,0.00942181
351.098,-0.481707,-0.761458,-0.466334,-0.474535,-0.753257,364.337,0.270815,-0.506943,0.257845,0.187417,-0.436515,371.897,0.980448,-0.256736,1.01038,0.740234,0.0134133
351.123,-0.481132,-0.761519,-0.465805,-0.474086,-0.753239,364.362,0.269942,-0.507135,0.25771,0.186129,-0.435555,371.924,0.979914,-0.257084,1.00912,0.734576,0.0174571
351.148,-0.480552,-0.76158,-0.46528,-0.47364,-0.75322,364.388,0.269051,-0.507328,0.257562,0.184813,-0.434578,371.952,0.979388,-0.257431,1.00784,0.728858,0.0215514
351.173,-0.479942,-0.761641,-0.464757,-0.473198,-0.753201,364.413,0.268128,-0.50752,0.257404,0.183466,-0.433583,371.979,0.978912,-0.257779,1.00656,0.723086,0.0256912
351.198,-0.479389,-0.761703,-0.464237,-0.472759,-0.753181,364.439,0.26715,-0.507713,0.257234,0.182092,-0.432571,372.007,0.978481,-0.258126,1.00526,0.717251,0.0298836
351.223,-0.47878,-0.761764,-0.463719,-0.472323,-0.75316,364.464,0.266144,-0.507906,0.257053,0.180687,-0.43154,372.035,0.978104,-0.258474,1.00396,0.711361,0.0341219
351.248,-0.478103,-0.761825,-0.463205,-0.471892,-0.753138,364.49,0.265104,-0.508098,0.256861,0.179253,-0.430491,372.062,0.977754,-0.258822,1.00264,0.705418,0.0384037
351.273,-0.477435,-0.761886,-0.462694,-0.471465,-0.753115,364.515,0.26405,-0.508291,0.256658,0.177791,-0.429424,372.09,0.977406,-0.259169,1.00132,0.69942,0.0427314
351.298,-0.476784,-0.761947,-0.462186,-0.471041,-0.753092,364.541,0.262996,-0.508483,0.256444,0.176299,-0.428338,372.117,0.977036,-0.259517,0.999987,0.693366,0.0471041
351.323,-0.476117,-0.762008,-0.461681,-0.470621,-0.753068,364.566,0.261917,-0.508676,0.256219,0.174777,-0.427233,372.145,0.976661,-0.259864,0.998643,0.687258,0.0515211
351.348,-0.475457,-0.762069,-0.461179,-0.470205,-0.753043,364.592,0.260869,-0.508868,0.255984,0.173226,-0.42611,372.172,0.976291,-0.260211,0.997287,0.681094,0.0559811
351.373,-0.474863,-0.76213,-0.46068,-0.469793,-0.753017,364.617,0.259757,-0.509061,0.255739,0.171645,-0.424967,372.2,0.975903,-0.260559,0.995919,0.674875,0.060485
351.398,-0.474298,-0.762191,-0.460185,-0.469385,-0.752991,364.643,0.258594,-0.509253,0.255482,0.170034,-0.423804,372.227,0.975499,-0.260907,0.994537,0.668597,0.0650331
351.423,-0.473656,-0.762252,-0.459692,-0.468981,-0.752963,364.668,0.25746,-0.509446,0.255216,0.168393,-0.422623,372.255,0.975088,-0.261255,0.993141,0.662263,0.0696228
351.448,-0.472986,-0.762313,-0.459203,-0.468581,-0.752935,364.694,0.25629,-0.509638,0.254939,0.166723,-0.421421,372.282,0.974697,-0.261602,0.991733,0.655887,0.0742442
351.473,-0.472361,-0.762374,-0.458717,-0.468186,-0.752906,364.719,0.255089,-0.509831,0.254653,0.165023,-0.420201,372.31,0.974311,-0.261949,0.990311,0.64946,0.078901
351.498,-0.471718,-0.762435,-0.458235,-0.467794,-0.752876,364.745,0.25394,-0.510023,0.254356,0.163292,-0.418959,372.337,0.973926,-0.262297,0.988872,0.64298,0.0835949
351.523,-0.471078,-0.762496,-0.457756,-0.467407,-0.752845,364.77,0.252773,-0.510216,0.25405,0.161532,-0.417698,372.365,0.973493,-0.262644,0.987418,0.636457,0.0883174
351.548,-0.470434,-0.762557,-0.45728,-0.467024,-0.752813,364.796,0.251594,-0.510408,0.253733,0.15974,-0.416415,372.393,0.97302,-0.262991,0.985945,0.629879,0.0930756
351.573,-0.469755,-0.762618,-0.456807,-0.466645,-0.752781,364.821,0.250409,-0.510601,0.253408,0.15792,-0.415113,372.42,0.972518,-0.263339,0.984453,0.623251,0.097864
351.598,-0.469091,-0.762679,-0.456339,-0.466271,-0.752747,364.847,0.249205,-0.510793,0.253073,0.156069,-0.413789,372.448,0.972003,-0.263686,0.982942,0.616579,0.102677
351.623,-0.46837,-0.762741,-0.455873,-0.465901,-0.752713,364.872,0.248007,-0.510986,0.252728,0.154189,-0.412446,372.475,0.971462,-0.264033,0.981407,0.609852,0.107522
351.648,-0.467681,-0.762802,-0.455411,-0.465536,-0.752677,364.898,0.246812,-0.511178,0.252374,0.152277,-0.41108,372.503,0.970904,-0.26438,0.979851,0.603087,0.112384
351.673,-0.467055,-0.762863,-0.454953,-0.465175,-0.752641,364.923,0.245675,-0.51137,0.252011,0.150336,-0.409695,372.53,0.97034,-0.264727,0.978269,0.596271,0.117271
351.698,-0.466415,-0.762924,-0.454498,-0.464818,-0.752604,364.949,0.244563,-0.511563,0.251639,0.148363,-0.408287,372.558,0.969771,-0.265074,0.97666,0.589408,0.122177
351.723,-0.465756,-0.762985,-0.454048,-0.464467,-0.752566,364.974,0.243429,-0.511755,0.251258,0.14636,-0.406857,372.585,0.969156,-0.265422,0.975024,0.582503,0.127099
351.748,-0.465157,-0.763046,-0.453601,-0.46412,-0.752527,365,0.242342,-0.511948,0.250868,0.144327,-0.405406,372.613,0.968522,-0.265769,0.973357,0.575551,0.132036
351.773,-0.464572,-0.763107,-0.453158,-0.463778,-0.752487,365.025,0.241303,-0.51214,0.25047,0.142262,-0.403932,372.64,0.967838,-0.266116,0.971656,0.568551,0.136989
351.798,-0.464034,-0.763168,-0.452719,-0.463441,-0.752446,365.051,0.240288,-0.512333,0.250063,0.140167,-0.402437,372.668,0.967119,-0.266463,0.969921,0.56151,0.141948
351.823,-0.463512,-0.76323,-0.452284,-0.463109,-0.752404,365.076,0.23931,-0.512525,0.249647,0.13804,-0.400919,372.695,0.966364,-0.266811,0.968149,0.554426,0.146912
351.849,-0.46296,-0.763291,-0.451853,-0.462782,-0.752361,365.102,0.238408,-0.512718,0.249223,0.135885,-0.39938,372.723,0.965572,-0.267158,0.966339,0.547307,0.151874
351.874,-0.46237,-0.763352,-0.451426,-0.46246,-0.752318,365.127,0.23754,-0.51291,0.248791,0.133699,-0.397819,372.75,0.964688,-0.267505,0.964488,0.54015,0.156833
351.899,-0.461777,-0.763413,-0.451003,-0.462143,-0.752273,365.153,0.23669,-0.513103,0.24835,0.131481,-0.396234,372.778,0.963729,-0.267852,0.962591,0.532948,0.161791
351.924,-0.461179,-0.763474,-0.450584,-0.461831,-0.752227,365.178,0.235841,-0.513295,0.247901,0.129233,-0.394627,372.805,0.962728,-0.268199,0.960647,0.525708,0.16674
351.949,-0.460607,-0.763535,-0.45017,-0.461525,-0.75218,365.204,0.235023,-0.513488,0.247444,0.126954,-0.392998,372.833,0.961666,-0.268546,0.958652,0.51843,0.171676
351.974,-0.459956,-0.763596,-0.44976,-0.461224,-0.752133,365.229,0.234253,-0.51368,0.246979,0.124643,-0.391345,372.86,0.960527,-0.268893,0.956605,0.51112,0.176592
351.999,-0.459323,-0.763657,-0.449354,-0.460928,-0.752084,365.255,0.233507,-0.513873,0.246506,0.122303,-0.389669,372.888,0.959327,-0.26924,0.954502,0.503775,0.181486
352.024,-0.458743,-0.763718,-0.448953,-0.460638,-0.752034,365.28,0.232798,-0.514065,0.246025,0.119931,-0.387971,372.915,0.95804,-0.269587,0.952338,0.496395,0.186356
352.049,-0.458192,-0.763779,-0.448557,-0.460353,-0.751983,365.306,0.232128,-0.514258,0.245537,0.11753,-0.386251,372.943,0.956634,-0.269934,0.95011,0.488981,0.191195
352.074,-0.457671,-0.76384,-0.448164,-0.460073,-0.751931,365.331,0.231477,-0.51445,0.245041,0.115098,-0.384507,372.97,0.955115,-0.270281,0.947816,0.481537,0.195998
352.099,-0.45718,-0.763901,-0.447776,-0.459799,-0.751878,365.357,0.230901,-0.514643,0.244538,0.112636,-0.382741,372.998,0.95351,-0.270628,0.94545,0.474062,0.200761
352.124,-0.45673,-0.763962,-0.447393,-0.459531,-0.751824,365.382,0.230291,-0.514835,0.244027,0.110144,-0.380953,373.025,0.951778,-0.270975,0.943008,0.466552,0.205481
352.149,-0.456259,-0.764024,-0.447014,-0.459268,-0.751769,365.407,0.229698,-0.515028,0.243508,0.107621,-0.379141,373.053,0.949917,-0.271322,0.940485,0.459011,0.210153
352.174,-0.455695,-0.764085,-0.44664,-0.459012,-0.751713,365.433,0.229153,-0.515221,0.242982,0.105067,-0.377306,373.08,0.947903,-0.271669,0.937876,0.451438,0.21477
352.199,-0.455195,-0.764146,-0.446271,-0.45876,-0.751656,365.458,0.228565,-0.515413,0.242448,0.102484,-0.375449,373.108,0.945754,-0.272016,0.93518,0.44384,0.219324
352.224,-0.454685,-0.764207,-0.445906,-0.458515,-0.751598,365.484,0.22798,-0.515606,0.241907,0.0998696,-0.373568,373.135,0.943452,-0.272363,0.932389,0.436213,0.223813
352.249,-0.454129,-0.764268,-0.445546,-0.458276,-0.751538,365.509,0.227435,-0.515798,0.241358,0.0972248,-0.371665,373.163,0.941055,-0.272711,0.929497,0.428557,0.22823
352.274,-0.453522,-0.764329,-0.445191,-0.458042,-0.751478,365.535,0.226896,-0.515991,0.240802,0.0945499,-0.369739,373.19,0.938513,-0.273058,0.926503,0.420881,0.232565
352.299,-0.452886,-0.76439,-0.444842,-0.457815,-0.751416,365.56,0.226367,-0.516183,0.240238,0.0918439,-0.36779,373.218,0.935807,-0.273405,0.923401,0.413184,0.236812
352.324,-0.452213,-0.764451,-0.444496,-0.457594,-0.751353,365.586,0.225872,-0.516376,0.239666,0.089108,-0.365818,373.245,0.933031,-0.273752,0.920183,0.405465,0.240967
352.349,-0.451582,-0.764512,-0.444157,-0.457379,-0.751289,365.612,0.225405,-0.516569,0.239087,0.0863412,-0.363823,373.273,0.930139,-0.274099,0.916846,0.397726,0.245021
352.374,-0.450936,-0.764573,-0.443822,-0.45717,-0.751224,365.637,0.22496,-0.516761,0.2385,0.0835446,-0.361806,373.3,0.92705,-0.274446,0.913382,0.389967,0.248969
352.399,-0.450327,-0.764634,-0.443492,-0.456968,-0.751158,365.663,0.224588,-0.516954,0.237905,0.0807184,-0.359768,373.328,0.923748,-0.274793,0.909786,0.38219,0.252803
352.423,-0.449773,-0.764695,-0.443168,-0.456772,-0.751091,365.688,0.224239,-0.517147,0.237302,0.0778626,-0.357707,373.355,0.920302,-0.27514,0.906049,0.374393,0.256516
352.448,-0.449167,-0.764756,-0.442849,-0.456582,-0.751022,365.714,0.223867,-0.51734,0.236692,0.0749785,-0.355626,373.383,0.9167,-0.275488,0.902167,0.366578,0.260102
352.473,-0.44866,-0.764817,-0.442535,-0.456399,-0.750953,365.739,0.22347,-0.517532,0.236074,0.0720663,-0.353524,373.41,0.912901,-0.275835,0.898131,0.358745,0.263551
352.498,-0.448147,-0.764878,-0.442226,-0.456222,-0.750882,365.765,0.223113,-0.517725,0.235448,0.0691227,-0.3514,373.438,0.908892,-0.276182,0.89394,0.350905,0.266853
352.523,-0.447687,-0.764939,-0.441923,-0.456052,-0.75081,365.79,0.222787,-0.517918,0.234813,0.0661511,-0.349256,373.465,0.904648,-0.27653,0.889581,0.343047,0.270004
352.548,-0.447201,-0.765,-0.441625,-0.455888,-0.750737,365.816,0.222481,-0.51811,0.234169,0.0631484,-0.34709,373.493,0.900225,-0.276877,0.88505,0.335182,0.272992
352.573,-0.446684,-0.765061,-0.441333,-0.455731,-0.750662,365.841,0.222189,-0.518303,0.233517,0.0601192,-0.344905,373.52,0.895598,-0.277224,0.880343,0.32731,0.275809
352.598,-0.446225,-0.765122,-0.441046,-0.455581,-0.750586,365.867,0.221885,-0.518496,0.232857,0.0570615,-0.342701,373.548,0.89076,-0.277572,0.875445,0.319425,0.278449
352.623,-0.44583,-0.765183,-0.440764,-0.455437,-0.750509,365.892,0.221552,-0.518688,0.232187,0.0539753,-0.340477,373.575,0.885747,-0.277919,0.870357,0.311539,0.280899
352.648,-0.445398,-0.765244,-0.440488,-0.455301,-0.750431,365.918,0.221235,-0.518881,0.231507,0.0508585,-0.338233,373.603,0.880526,-0.278266,0.865067,0.303648,0.283153
352.673,-0.444909,-0.765305,-0.440217,-0.455171,-0.750351,365.943,0.220923,-0.519074,0.230818,0.0477185,-0.335974,373.63,0.875064,-0.278613,0.859573,0.295759,0.285201
352.698,-0.444372,-0.765366,-0.439952,-0.455048,-0.75027,365.969,0.220617,-0.519266,0.23012,0.0445482,-0.333695,373.658,0.869347,-0.27896,0.853862,0.287868,0.287035
352.723,-0.443758,-0.765427,-0.439693,-0.454932,-0.750188,365.994,0.220308,-0.519459,0.229411,0.0413514,-0.331399,373.685,0.863368,-0.279307,0.847925,0.279973,0.288646
352.748,-0.443105,-0.765488,-0.43944,-0.454824,-0.750105,366.02,0.219973,-0.519651,0.228691,0.0381271,-0.329087,373.713,0.857157,-0.279654,0.841754,0.272075,0.290025
352.773,-0.442471,-0.765549,-0.439193,-0.454722,-0.75002,366.045,0.219617,-0.519844,0.227961,0.0348769,-0.32676,373.74,0.850613,-0.280001,0.835343,0.26418,0.291162
352.798,-0.441843,-0.76561,-0.438952,-0.454628,-0.749934,366.071,0.219235,-0.520036,0.227219,0.0315996,-0.324417,373.768,0.843779,-0.280348,0.828686,0.256291,0.292047
352.823,-0.44116,-0.765671,-0.438717,-0.454542,-0.749847,366.096,0.218855,-0.520229,0.226466,0.0282955,-0.322058,373.795,0.836664,-0.280695,0.821774,0.248407,0.292672
352.848,-0.440392,-0.765732,-0.438488,-0.454462,-0.749758,366.122,0.218455,-0.520421,0.2257,0.0249634,-0.319685,373.823,0.829265,-0.281042,0.814599,0.240529,0.293027
352.873,-0.439644,-0.765793,-0.438265,-0.45439,-0.749668,366.147,0.217994,-0.520614,0.224921,0.021605,-0.317298,373.85,0.821489,-0.28139,0.807149,0.232656,0.293103
352.898,-0.438858,-0.765854,-0.438048,-0.454325,-0.749577,366.173,0.217562,-0.520807,0.224129,0.0182218,-0.314899,373.878,0.81336,-0.281737,0.799421,0.224793,0.292891
352.923,-0.438024,-0.765915,-0.437838,-0.454268,-0.749484,366.198,0.217133,-0.520999,0.223322,0.0148099,-0.312487,373.905,0.80487,-0.282084,0.791409,0.216943,0.292382
352.948,-0.437229,-0.765976,-0.437633,-0.454219,-0.74939,366.224,0.216674,-0.521192,0.222502,0.0113738,-0.310064,373.933,0.796063,-0.282431,0.783106,0.209108,0.291567
352.973,-0.436375,-0.766037,-0.437435,-0.454177,-0.749295,366.249,0.216161,-0.521384,0.221666,0.0079122,-0.307631,373.96,0.786907,-0.282778,0.774495,0.201281,0.290436
352.998,-0.435498,-0.766098,-0.437243,-0.454143,-0.749198,366.275,0.215653,-0.521577,0.220814,0.00442688,-0.305189,373.988,0.777437,-0.283125,0.765583,0.193476,0.288983
353.023,-0.434614,-0.766159,-0.437057,-0.454116,-0.749099,366.3,0.215189,-0.521769,0.219946,0.000915338,-0.302739,374.015,0.767587,-0.283472,0.756353,0.185684,0.287197
353.048,-0.433753,-0.76622,-0.436877,-0.454098,-0.749,366.326,0.21467,-0.521962,0.219061,-0.00261939,-0.300282,374.043,0.757363,-0.283819,0.746804,0.177914,0.285072
353.073,-0.432872,-0.766281,-0.436704,-0.454087,-0.748899,366.351,0.214107,-0.522154,0.218157,-0.00617838,-0.297819,374.07,0.746767,-0.284166,0.736921,0.170157,0.282597
353.098,-0.432016,-0.766342,-0.436538,-0.454085,-0.748796,366.377,0.213563,-0.522347,0.217235,-0.00976275,-0.29535,374.098,0.735685,-0.284513,0.726703,0.162423,0.279767
353.123,-0.431164,-0.766403,-0.436379,-0.45409,-0.748692,366.402,0.212973,-0.52254,0.216292,-0.0133694,-0.292878,374.125,0.72415,-0.284861,0.716145,0.154711,0.276574
353.148,-0.430371,-0.766464,-0.436226,-0.454103,-0.748587,366.428,0.212364,-0.522732,0.21533,-0.0169994,-0.290403,374.153,0.712282,-0.285208,0.705247,0.147026,0.273013
353.173,-0.429642,-0.766525,-0.43608,-0.454125,-0.74848,366.453,0.211717,-0.522925,0.214344,-0.0206538,-0.287926,374.18,0.70005,-0.285555,0.694,0.139367,0.269078
353.198,-0.428903,-0.766586,-0.43594,-0.454155,-0.748372,366.479,0.211037,-0.523117,0.213337,-0.0243296,-0.28545,374.208,0.68735,-0.285902,0.682399,0.131736,0.264761
353.223,-0.42824,-0.766647,-0.435807,-0.454193,-0.748262,366.504,0.210311,-0.52331,0.212306,-0.0280277,-0.282976,374.235,0.674163,-0.286249,0.670446,0.124137,0.260061
