# Forward reconstruction (consistency check), model R3: E=481 kJ/mol, lnA=94.7. T (C), alpha experimental and modelled for each beta.
T_C_1K,alpha_exp_1K,alpha_model_1K,T_C_3K,alpha_exp_3K,alpha_model_3K,T_C_5K,alpha_exp_5K,alpha_model_5K
293.855,0.171546,0.287465,303.573,0.480659,0.593801,302.007,0.18507,0.285055
293.856,0.171688,0.287603,303.576,0.481189,0.594059,302.009,0.185219,0.2852
293.858,0.17183,0.28774,303.578,0.481719,0.594317,302.011,0.185366,0.285344
293.859,0.171971,0.287877,303.58,0.482249,0.594575,302.013,0.185515,0.285489
293.861,0.172112,0.288015,303.582,0.482783,0.594835,302.014,0.185663,0.285633
293.862,0.172255,0.288153,303.584,0.483314,0.595093,302.016,0.185811,0.285777
293.864,0.172397,0.28829,303.586,0.483845,0.595351,302.018,0.18596,0.285922
293.865,0.172539,0.288428,303.588,0.484377,0.595609,302.02,0.186108,0.286066
293.866,0.172681,0.288566,303.59,0.48491,0.595867,302.022,0.186257,0.286211
293.868,0.172824,0.288703,303.592,0.485442,0.596125,302.023,0.186405,0.286355
293.869,0.172966,0.288841,303.594,0.485975,0.596383,302.025,0.186554,0.286499
293.871,0.173109,0.288979,303.596,0.486509,0.596641,302.027,0.186703,0.286644
293.872,0.173251,0.289117,303.598,0.487043,0.596899,302.029,0.186853,0.286789
293.873,0.173394,0.289254,303.601,0.487577,0.597157,302.03,0.187002,0.286933
293.875,0.173536,0.289392,303.603,0.488112,0.597415,302.032,0.187152,0.287078
293.876,0.17368,0.28953,303.605,0.488647,0.597673,302.034,0.187301,0.287222
293.878,0.173823,0.289668,303.607,0.489182,0.59793,302.036,0.18745,0.287368
293.879,0.173966,0.289805,303.609,0.489718,0.598188,302.037,0.1876,0.287512
293.881,0.174108,0.289943,303.611,0.490256,0.598447,302.039,0.18775,0.287657
293.882,0.174253,0.290081,303.613,0.490793,0.598705,302.041,0.187899,0.287801
293.883,0.174396,0.290219,303.615,0.491329,0.598963,302.043,0.18805,0.287947
293.885,0.174539,0.290357,303.617,0.491864,0.59922,302.044,0.1882,0.288092
293.886,0.174683,0.290494,303.619,0.492402,0.599477,302.046,0.18835,0.288236
293.888,0.174827,0.290633,303.622,0.492942,0.599736,302.048,0.1885,0.288381
293.889,0.174971,0.290771,303.624,0.49348,0.599994,302.05,0.18865,0.288526
293.891,0.175115,0.290908,303.626,0.494019,0.600252,302.051,0.188801,0.288671
293.892,0.175258,0.291046,303.628,0.494558,0.60051,302.053,0.188951,0.288816
293.893,0.175403,0.291185,303.63,0.495097,0.600767,302.055,0.189102,0.288961
293.895,0.175547,0.291322,303.632,0.49564,0.601026,302.057,0.189253,0.289106
293.896,0.175692,0.29146,303.634,0.49618,0.601284,302.058,0.189404,0.289251
293.898,0.175836,0.291598,303.636,0.49672,0.601542,302.06,0.189555,0.289396
293.899,0.175981,0.291737,303.638,0.497261,0.601799,302.062,0.189706,0.289541
293.901,0.176126,0.291875,303.64,0.497802,0.602057,302.064,0.189857,0.289686
293.902,0.176271,0.292012,303.642,0.498344,0.602314,302.065,0.190009,0.289831
293.903,0.176415,0.29215,303.645,0.498888,0.602573,302.067,0.19016,0.289976
293.905,0.17656,0.292288,303.647,0.499431,0.602831,302.069,0.190311,0.290122
293.906,0.176706,0.292427,303.649,0.499973,0.603088,302.071,0.190463,0.290266
293.908,0.176851,0.292565,303.651,0.500516,0.603346,302.072,0.190614,0.290411
293.909,0.176997,0.292703,303.653,0.501062,0.603605,302.074,0.190766,0.290557
293.91,0.177142,0.292841,303.655,0.501606,0.603862,302.076,0.190918,0.290702
293.912,0.177287,0.292979,303.657,0.50215,0.60412,302.078,0.19107,0.290847
293.913,0.177433,0.293117,303.659,0.502697,0.604378,302.079,0.191222,0.290992
293.915,0.17758,0.293256,303.661,0.503242,0.604636,302.081,0.191374,0.291138
293.916,0.177725,0.293394,303.663,0.503787,0.604893,302.083,0.191527,0.291284
293.918,0.177871,0.293532,303.665,0.504336,0.605152,302.085,0.191679,0.291429
293.919,0.178017,0.29367,303.668,0.504882,0.605409,302.086,0.191832,0.291575
293.92,0.178164,0.293809,303.67,0.505428,0.605667,302.088,0.191984,0.29172
293.922,0.17831,0.293947,303.672,0.505977,0.605925,302.09,0.192137,0.291866
293.923,0.178457,0.294085,303.674,0.506524,0.606182,302.092,0.19229,0.292011
293.925,0.178603,0.294223,303.676,0.507071,0.60644,302.093,0.192443,0.292157
293.926,0.178751,0.294362,303.678,0.507619,0.606697,302.095,0.192596,0.292302
293.928,0.178897,0.2945,303.68,0.508167,0.606954,302.097,0.192749,0.292448
293.929,0.179044,0.294638,303.682,0.508716,0.607212,302.099,0.192902,0.292593
293.93,0.179191,0.294776,303.684,0.509264,0.607469,302.1,0.193055,0.292738
293.932,0.179339,0.294916,303.686,0.509816,0.607727,302.102,0.193209,0.292884
293.933,0.179486,0.295054,303.688,0.510366,0.607984,302.104,0.193362,0.293029
293.935,0.179633,0.295192,303.691,0.510916,0.608242,302.106,0.193516,0.293175
293.936,0.179781,0.29533,303.693,0.511466,0.608499,302.108,0.193669,0.293321
293.937,0.179928,0.295469,303.695,0.512016,0.608756,302.109,0.193824,0.293467
293.939,0.180077,0.295608,303.697,0.512567,0.609013,302.111,0.193977,0.293612
293.94,0.180224,0.295746,303.699,0.513121,0.609271,302.113,0.194132,0.293758
293.942,0.180372,0.295884,303.701,0.513673,0.609528,302.115,0.194286,0.293904
293.943,0.180521,0.296024,303.703,0.514225,0.609785,302.116,0.194439,0.294049
293.945,0.180669,0.296162,303.705,0.51478,0.610044,302.118,0.194594,0.294195
293.946,0.180817,0.2963,303.707,0.515333,0.610301,302.12,0.194748,0.294341
293.947,0.180965,0.296439,303.709,0.515888,0.610559,302.122,0.194903,0.294487
293.949,0.181113,0.296577,303.711,0.516442,0.610816,302.123,0.195058,0.294633
293.95,0.181262,0.296716,303.714,0.516996,0.611073,302.125,0.195212,0.294778
293.952,0.18141,0.296854,303.716,0.51755,0.61133,302.127,0.195367,0.294925
293.953,0.181559,0.296992,303.718,0.518107,0.611588,302.129,0.195522,0.29507
293.955,0.181708,0.297131,303.72,0.518662,0.611845,302.13,0.195677,0.295217
293.956,0.181857,0.297269,303.722,0.51922,0.612103,302.132,0.195832,0.295362
293.957,0.182007,0.297409,303.724,0.519775,0.61236,302.134,0.195987,0.295508
293.959,0.182156,0.297547,303.726,0.520331,0.612617,302.136,0.196143,0.295654
293.96,0.182305,0.297686,303.728,0.52089,0.612875,302.137,0.196298,0.2958
293.962,0.182454,0.297824,303.73,0.521447,0.613132,302.139,0.196454,0.295947
293.963,0.182604,0.297963,303.732,0.522004,0.613388,302.141,0.196609,0.296092
293.964,0.182754,0.298102,303.735,0.522563,0.613646,302.143,0.196766,0.296239
293.966,0.182904,0.298241,303.737,0.523121,0.613903,302.144,0.196921,0.296385
293.967,0.183054,0.29838,303.739,0.523679,0.61416,302.146,0.197078,0.296532
293.969,0.183204,0.298518,303.741,0.524238,0.614417,302.148,0.197233,0.296677
293.97,0.183354,0.298657,303.743,0.524796,0.614673,302.15,0.19739,0.296824
293.972,0.183505,0.298797,303.745,0.525358,0.614931,302.151,0.197547,0.296971
293.973,0.183655,0.298935,303.747,0.525917,0.615188,302.153,0.197703,0.297117
293.974,0.183806,0.299074,303.749,0.526477,0.615444,302.155,0.19786,0.297264
293.976,0.183956,0.299213,303.751,0.52704,0.615702,302.157,0.198016,0.29741
293.977,0.184107,0.299352,303.753,0.5276,0.615959,302.158,0.198174,0.297556
293.979,0.184259,0.299491,303.755,0.528161,0.616215,302.16,0.19833,0.297702
293.98,0.184409,0.29963,303.758,0.528725,0.616473,302.162,0.198487,0.297849
293.982,0.18456,0.299769,303.76,0.529286,0.61673,302.164,0.198644,0.297995
293.983,0.184712,0.299909,303.762,0.529848,0.616986,302.165,0.198802,0.298142
293.984,0.184864,0.300048,303.764,0.530413,0.617244,302.167,0.19896,0.298289
293.986,0.185015,0.300186,303.766,0.530976,0.6175,302.169,0.199117,0.298435
293.987,0.185166,0.300325,303.768,0.531539,0.617757,302.171,0.199274,0.298582
293.989,0.185318,0.300464,303.77,0.532104,0.618014,302.172,0.199432,0.298729
293.99,0.185469,0.300603,303.772,0.532668,0.618271,302.174,0.19959,0.298876
293.991,0.185621,0.300742,303.774,0.533232,0.618527,302.176,0.199747,0.299022
293.993,0.185773,0.300881,303.776,0.533799,0.618785,302.178,0.199906,0.299169
293.994,0.185926,0.301021,303.778,0.534363,0.619041,302.179,0.200064,0.299316
293.996,0.186078,0.30116,303.781,0.534928,0.619297,302.181,0.200222,0.299462
293.997,0.18623,0.301299,303.783,0.535496,0.619555,302.183,0.200381,0.29961
293.999,0.186382,0.301438,303.785,0.536062,0.619811,302.185,0.200539,0.299756
294,0.186535,0.301577,303.787,0.53663,0.620068,302.186,0.200697,0.299903
294.001,0.186687,0.301716,303.789,0.537197,0.620325,302.188,0.200856,0.30005
294.003,0.18684,0.301855,303.791,0.537766,0.620582,302.19,0.201015,0.300197
294.004,0.186993,0.301994,303.793,0.538333,0.620838,302.192,0.201173,0.300343
294.006,0.187146,0.302133,303.795,0.5389,0.621094,302.194,0.201332,0.300491
294.007,0.187299,0.302272,303.797,0.539471,0.621352,302.195,0.201491,0.300637
294.009,0.187452,0.302411,303.799,0.540039,0.621608,302.197,0.201651,0.300785
294.01,0.187605,0.30255,303.801,0.540607,0.621864,302.199,0.201809,0.300931
294.011,0.187758,0.302689,303.804,0.541178,0.622121,302.201,0.201969,0.301079
294.013,0.187912,0.302829,303.806,0.541747,0.622377,302.202,0.202128,0.301225
294.014,0.188066,0.302969,303.808,0.542319,0.622634,302.204,0.202288,0.301373
294.016,0.18822,0.303108,303.81,0.542889,0.62289,302.206,0.202448,0.30152
294.017,0.188374,0.303247,303.812,0.543459,0.623146,302.208,0.202608,0.301667
294.019,0.188528,0.303386,303.814,0.544032,0.623403,302.209,0.202768,0.301814
294.02,0.188682,0.303526,303.816,0.544603,0.623659,302.211,0.202927,0.301961
294.021,0.188836,0.303665,303.818,0.545174,0.623915,302.213,0.203088,0.302109
294.023,0.188991,0.303805,303.82,0.545745,0.624171,302.215,0.203248,0.302255
294.024,0.189145,0.303945,303.822,0.546319,0.624428,302.216,0.203408,0.302403
294.026,0.1893,0.304084,303.825,0.546891,0.624684,302.218,0.203568,0.30255
294.027,0.189454,0.304223,303.827,0.547464,0.62494,302.22,0.203729,0.302698
294.028,0.189609,0.304363,303.829,0.548039,0.625197,302.222,0.203889,0.302845
294.03,0.189764,0.304502,303.831,0.548612,0.625452,302.223,0.204051,0.302992
294.031,0.189919,0.304641,303.833,0.549188,0.625709,302.225,0.204211,0.303139
294.033,0.190074,0.304781,303.835,0.549762,0.625965,302.227,0.204372,0.303287
294.034,0.19023,0.304921,303.837,0.550336,0.626221,302.229,0.204533,0.303434
294.036,0.190385,0.305061,303.839,0.550913,0.626478,302.23,0.204694,0.303582
294.037,0.190541,0.3052,303.841,0.551487,0.626733,302.232,0.204855,0.303729
294.038,0.190696,0.305339,303.843,0.552062,0.626989,302.234,0.205017,0.303877
294.04,0.190852,0.305479,303.845,0.55264,0.627246,302.236,0.205179,0.304025
294.041,0.191008,0.305618,303.848,0.553216,0.627501,302.237,0.20534,0.304172
294.043,0.191164,0.305758,303.85,0.553795,0.627758,302.239,0.205502,0.30432
294.044,0.191319,0.305898,303.852,0.554371,0.628013,302.241,0.205664,0.304467
294.046,0.191476,0.306037,303.854,0.55495,0.62827,302.243,0.205826,0.304615
294.047,0.191632,0.306177,303.856,0.555527,0.628526,302.244,0.205987,0.304762
294.048,0.191788,0.306316,303.858,0.556104,0.628781,302.246,0.20615,0.30491
294.05,0.191944,0.306456,303.86,0.556685,0.629038,302.248,0.206312,0.305057
294.051,0.192101,0.306595,303.862,0.557262,0.629293,302.25,0.206475,0.305205
294.053,0.192258,0.306735,303.864,0.557841,0.629548,302.251,0.206637,0.305353
294.054,0.192414,0.306875,303.866,0.558422,0.629805,302.253,0.2068,0.305501
294.055,0.192572,0.307015,303.868,0.559001,0.63006,302.255,0.206962,0.305648
294.057,0.192729,0.307155,303.871,0.55958,0.630316,302.257,0.207125,0.305796
294.058,0.192887,0.307295,303.873,0.560162,0.630572,302.258,0.207287,0.305944
294.06,0.193044,0.307435,303.875,0.560742,0.630827,302.26,0.207451,0.306092
294.061,0.193201,0.307574,303.877,0.561322,0.631083,302.262,0.207613,0.30624
294.063,0.193359,0.307714,303.879,0.561905,0.631339,302.264,0.207777,0.306388
294.064,0.193516,0.307854,303.881,0.562486,0.631594,302.265,0.20794,0.306535
294.065,0.193674,0.307994,303.883,0.563067,0.631849,302.267,0.208104,0.306684
294.067,0.193832,0.308133,303.885,0.563651,0.632106,302.269,0.208268,0.306832
294.068,0.193989,0.308273,303.887,0.564232,0.632361,302.271,0.208431,0.30698
294.07,0.194147,0.308413,303.889,0.564814,0.632616,302.272,0.208595,0.307128
294.071,0.194306,0.308553,303.892,0.565397,0.632871,302.274,0.208758,0.307276
294.072,0.194464,0.308693,303.894,0.565982,0.633127,302.276,0.208923,0.307424
294.074,0.194622,0.308833,303.896,0.566565,0.633382,302.278,0.209086,0.307572
294.075,0.19478,0.308972,303.898,0.567148,0.633637,302.28,0.209251,0.30772
294.077,0.194938,0.309112,303.9,0.567734,0.633893,302.281,0.209415,0.307868
294.078,0.195097,0.309252,303.902,0.568321,0.634149,302.283,0.209579,0.308016
294.08,0.195256,0.309392,303.904,0.568905,0.634404,302.285,0.209744,0.308164
294.081,0.195415,0.309531,303.906,0.569493,0.63466,302.287,0.209908,0.308312
294.082,0.195574,0.309671,303.908,0.570077,0.634915,302.288,0.210073,0.308461
294.084,0.195733,0.309811,303.91,0.570665,0.635171,302.29,0.210237,0.308609
294.085,0.195892,0.309952,303.912,0.57125,0.635426,302.292,0.210403,0.308757
294.087,0.196052,0.310092,303.915,0.571839,0.635682,302.294,0.210567,0.308905
294.088,0.196211,0.310232,303.917,0.572425,0.635936,302.295,0.210733,0.309054
294.09,0.196371,0.310372,303.919,0.573014,0.636192,302.297,0.210898,0.309203
294.091,0.19653,0.310512,303.921,0.573601,0.636447,302.299,0.211063,0.309351
294.092,0.19669,0.310652,303.923,0.574188,0.636702,302.301,0.211229,0.309499
294.094,0.19685,0.310792,303.925,0.574778,0.636957,302.302,0.211394,0.309647
294.095,0.19701,0.310932,303.927,0.575365,0.637212,302.304,0.211561,0.309796
294.097,0.19717,0.311072,303.929,0.575956,0.637468,302.306,0.211727,0.309945
294.098,0.197331,0.311213,303.931,0.576544,0.637722,302.308,0.211892,0.310093
294.099,0.197491,0.311353,303.933,0.577135,0.637978,302.309,0.212059,0.310242
294.101,0.197652,0.311493,303.935,0.577724,0.638233,302.311,0.212224,0.31039
294.102,0.197812,0.311633,303.938,0.578315,0.638488,302.313,0.212391,0.310539
294.104,0.197973,0.311773,303.94,0.578905,0.638743,302.315,0.212557,0.310687
294.105,0.198134,0.311914,303.942,0.579494,0.638997,302.316,0.212724,0.310836
294.107,0.198295,0.312054,303.944,0.580087,0.639253,302.318,0.21289,0.310985
294.108,0.198456,0.312194,303.946,0.580677,0.639507,302.32,0.213057,0.311134
294.109,0.198617,0.312335,303.948,0.581268,0.639761,302.322,0.213223,0.311282
294.111,0.198778,0.312475,303.95,0.581861,0.640017,302.323,0.213391,0.311431
294.112,0.198939,0.312614,303.952,0.582455,0.640272,302.325,0.213557,0.311579
294.114,0.1991,0.312755,303.954,0.583047,0.640527,302.327,0.213725,0.311729
294.115,0.199262,0.312895,303.956,0.583641,0.640782,302.329,0.213891,0.311877
294.116,0.199424,0.313035,303.959,0.584236,0.641037,302.33,0.214059,0.312026
294.118,0.199586,0.313176,303.961,0.584831,0.641293,302.332,0.214226,0.312175
294.119,0.199748,0.313316,303.963,0.585423,0.641547,302.334,0.214394,0.312324
294.121,0.19991,0.313457,303.965,0.586019,0.641802,302.336,0.214561,0.312472
294.122,0.200072,0.313597,303.967,0.586615,0.642057,302.337,0.21473,0.312622
294.124,0.200235,0.313738,303.969,0.587208,0.642311,302.339,0.214897,0.31277
294.125,0.200397,0.313878,303.971,0.587805,0.642567,302.341,0.215065,0.312919
294.126,0.20056,0.314019,303.973,0.588401,0.642822,302.343,0.215233,0.313068
294.128,0.200722,0.314159,303.975,0.588998,0.643077,302.344,0.215402,0.313217
294.129,0.200884,0.314299,303.977,0.589593,0.643331,302.346,0.215569,0.313366
294.131,0.201047,0.314439,303.98,0.590191,0.643586,302.348,0.215738,0.313516
294.132,0.20121,0.31458,303.982,0.590788,0.643841,302.35,0.215906,0.313664
294.134,0.201373,0.31472,303.984,0.591387,0.644096,302.351,0.216076,0.313814
294.135,0.201537,0.314861,303.986,0.591985,0.644351,302.353,0.216244,0.313962
294.136,0.2017,0.315002,303.988,0.592584,0.644606,302.355,0.216413,0.314112
294.138,0.201864,0.315142,303.99,0.59318,0.64486,302.357,0.216582,0.314261
294.139,0.202027,0.315283,303.992,0.593779,0.645115,302.358,0.216751,0.31441
294.141,0.202191,0.315424,303.994,0.594379,0.64537,302.36,0.21692,0.314559
294.142,0.202355,0.315564,303.996,0.594979,0.645625,302.362,0.21709,0.314709
294.143,0.202519,0.315705,303.998,0.595579,0.64588,302.364,0.217259,0.314858
294.145,0.202683,0.315846,304,0.596179,0.646134,302.366,0.217429,0.315007
294.146,0.202848,0.315987,304.003,0.596777,0.646388,302.367,0.217598,0.315156
294.148,0.203011,0.316126,304.005,0.597378,0.646643,302.369,0.217768,0.315306
294.149,0.203175,0.316267,304.007,0.597977,0.646896,302.371,0.217937,0.315455
294.151,0.20334,0.316408,304.009,0.598578,0.647151,302.373,0.218107,0.315604
294.152,0.203505,0.316549,304.011,0.59918,0.647406,302.374,0.218277,0.315754
294.153,0.203669,0.316689,304.013,0.599779,0.647659,302.376,0.218447,0.315903
294.155,0.203834,0.316829,304.015,0.600381,0.647914,302.378,0.218618,0.316053
294.156,0.203999,0.31697,304.017,0.600984,0.648168,302.38,0.218788,0.316202
294.158,0.204164,0.317111,304.019,0.601587,0.648423,302.381,0.218958,0.316351
294.159,0.204329,0.317252,304.021,0.602187,0.648676,302.383,0.219129,0.316501
294.16,0.204494,0.317392,304.024,0.60279,0.648931,302.385,0.219299,0.31665
294.162,0.204659,0.317533,304.026,0.603394,0.649185,302.387,0.219471,0.3168
294.163,0.204825,0.317674,304.028,0.603998,0.64944,302.388,0.219642,0.31695
294.165,0.204991,0.317815,304.03,0.604602,0.649694,302.39,0.219813,0.317099
294.166,0.205157,0.317956,304.032,0.605207,0.649948,302.392,0.219984,0.317249
294.168,0.205323,0.318097,304.034,0.605811,0.650203,302.394,0.220156,0.317399
294.169,0.205489,0.318238,304.036,0.606416,0.650457,302.395,0.220327,0.317548
294.17,0.205655,0.318379,304.038,0.607019,0.65071,302.397,0.220499,0.317699
294.172,0.205821,0.31852,304.04,0.607624,0.650964,302.399,0.22067,0.317848
294.173,0.205987,0.31866,304.042,0.60823,0.651219,302.401,0.220842,0.317998
294.175,0.206153,0.318801,304.045,0.608836,0.651473,302.402,0.221014,0.318147
294.176,0.20632,0.318942,304.047,0.609439,0.651726,302.404,0.221185,0.318297
294.178,0.206487,0.319083,304.049,0.610046,0.65198,302.406,0.221358,0.318447
294.179,0.206654,0.319224,304.051,0.610653,0.652234,302.408,0.221529,0.318596
294.18,0.206821,0.319366,304.053,0.611257,0.652487,302.409,0.221702,0.318747
294.182,0.206988,0.319507,304.055,0.611864,0.652741,302.411,0.221874,0.318896
294.183,0.207155,0.319647,304.057,0.612472,0.652995,302.413,0.222046,0.319046
294.185,0.207322,0.319788,304.059,0.61308,0.653249,302.415,0.222219,0.319196
294.186,0.20749,0.319929,304.061,0.613688,0.653503,302.416,0.222391,0.319346
294.187,0.207657,0.32007,304.063,0.614296,0.653757,302.418,0.222564,0.319495
294.189,0.207824,0.320211,304.066,0.614904,0.654011,302.42,0.222737,0.319646
294.19,0.207992,0.320352,304.068,0.615513,0.654264,302.422,0.22291,0.319795
294.192,0.20816,0.320493,304.07,0.616122,0.654518,302.423,0.223083,0.319946
294.193,0.208328,0.320635,304.072,0.616729,0.654771,302.425,0.223256,0.320096
294.195,0.208497,0.320776,304.074,0.617338,0.655025,302.427,0.223429,0.320245
294.196,0.208665,0.320917,304.076,0.617948,0.655278,302.429,0.223603,0.320396
294.197,0.208832,0.321058,304.078,0.618555,0.655531,302.43,0.223776,0.320546
294.199,0.209001,0.321199,304.08,0.619165,0.655784,302.432,0.223951,0.320696
294.2,0.20917,0.32134,304.082,0.619776,0.656038,302.434,0.224125,0.320847
294.202,0.209339,0.321482,304.084,0.620387,0.656292,302.436,0.224298,0.320997
294.203,0.209506,0.321622,304.087,0.620998,0.656545,302.437,0.224473,0.321147
294.204,0.209676,0.321763,304.089,0.621609,0.656799,302.439,0.224647,0.321297
294.206,0.209845,0.321905,304.091,0.62222,0.657052,302.441,0.224821,0.321448
294.207,0.210014,0.322046,304.093,0.622832,0.657306,302.443,0.224995,0.321598
294.209,0.210182,0.322187,304.095,0.623444,0.657559,302.444,0.225169,0.321748
294.21,0.210352,0.322328,304.097,0.624056,0.657812,302.446,0.225345,0.321899
294.212,0.210522,0.32247,304.099,0.624669,0.658066,302.448,0.225519,0.322049
294.213,0.210691,0.322611,304.101,0.625281,0.658319,302.45,0.225694,0.322199
294.214,0.210861,0.322753,304.103,0.625894,0.658572,302.451,0.225869,0.322349
294.216,0.21103,0.322893,304.105,0.626504,0.658824,302.453,0.226043,0.3225
294.217,0.2112,0.323035,304.107,0.627118,0.659078,302.455,0.226219,0.32265
294.219,0.211371,0.323177,304.11,0.627731,0.659331,302.457,0.226394,0.322801
294.22,0.211541,0.323318,304.112,0.628345,0.659584,302.459,0.226569,0.322951
294.221,0.211711,0.32346,304.114,0.628959,0.659837,302.46,0.226745,0.323102
294.223,0.211882,0.323601,304.116,0.629573,0.66009,302.462,0.22692,0.323252
294.224,0.212052,0.323742,304.118,0.630188,0.660343,302.464,0.227096,0.323403
294.226,0.212222,0.323884,304.12,0.630803,0.660596,302.466,0.227271,0.323553
294.227,0.212393,0.324025,304.122,0.631415,0.660848,302.467,0.227448,0.323704
294.229,0.212564,0.324167,304.124,0.63203,0.661101,302.469,0.227624,0.323854
294.23,0.212736,0.324309,304.126,0.632648,0.661355,302.471,0.2278,0.324006
294.231,0.212907,0.324451,304.128,0.633264,0.661608,302.473,0.227976,0.324156
294.233,0.213078,0.324592,304.131,0.63388,0.661861,302.474,0.228153,0.324307
294.234,0.21325,0.324734,304.133,0.634493,0.662113,302.476,0.228329,0.324458
294.236,0.21342,0.324875,304.135,0.635109,0.662365,302.478,0.228506,0.324609
294.237,0.213592,0.325017,304.137,0.635725,0.662618,302.48,0.228682,0.324759
294.238,0.213764,0.325159,304.139,0.636342,0.662871,302.481,0.22886,0.32491
294.24,0.213936,0.3253,304.141,0.636959,0.663124,302.483,0.229036,0.325061
294.241,0.214108,0.325442,304.143,0.637576,0.663376,302.485,0.229213,0.325211
294.243,0.21428,0.325584,304.145,0.638193,0.663629,302.487,0.229391,0.325363
294.244,0.214451,0.325725,304.147,0.638811,0.663882,302.488,0.229567,0.325513
294.246,0.214623,0.325867,304.149,0.639429,0.664134,302.49,0.229745,0.325665
294.247,0.214796,0.326009,304.152,0.640047,0.664387,302.492,0.229922,0.325815
294.248,0.214968,0.326151,304.154,0.640665,0.664639,302.494,0.230101,0.325967
294.25,0.215141,0.326293,304.156,0.64128,0.66489,302.495,0.230278,0.326117
294.251,0.215314,0.326435,304.158,0.641899,0.665143,302.497,0.230456,0.326269
294.253,0.215487,0.326577,304.16,0.64252,0.665396,302.499,0.230634,0.32642
294.254,0.21566,0.326719,304.162,0.643139,0.665649,302.501,0.230812,0.326571
294.255,0.215832,0.32686,304.164,0.643759,0.665901,302.502,0.23099,0.326722
294.257,0.216005,0.327002,304.166,0.644375,0.666152,302.504,0.231169,0.326873
294.258,0.216179,0.327144,304.168,0.644994,0.666404,302.506,0.231347,0.327024
294.26,0.216352,0.327286,304.17,0.645617,0.666658,302.508,0.231525,0.327175
294.261,0.216526,0.327428,304.173,0.646237,0.66691,302.509,0.231703,0.327326
294.263,0.216699,0.32757,304.175,0.646857,0.667162,302.511,0.231882,0.327477
294.264,0.216873,0.327712,304.177,0.647478,0.667414,302.513,0.232061,0.327628
294.265,0.217046,0.327853,304.179,0.648098,0.667666,302.515,0.232239,0.327779
294.267,0.21722,0.327995,304.181,0.648719,0.667918,302.516,0.232418,0.32793
294.268,0.217394,0.328137,304.183,0.64934,0.66817,302.518,0.232598,0.328082
294.27,0.217569,0.32828,304.185,0.649961,0.668422,302.52,0.232777,0.328233
294.271,0.217743,0.328422,304.187,0.650582,0.668674,302.522,0.232955,0.328384
294.273,0.217918,0.328564,304.189,0.651204,0.668926,302.523,0.233136,0.328536
294.274,0.218092,0.328706,304.192,0.651828,0.669179,302.525,0.233315,0.328687
294.275,0.218266,0.328847,304.194,0.65245,0.669431,302.527,0.233494,0.328838
294.277,0.218441,0.32899,304.196,0.653072,0.669683,302.529,0.233674,0.32899
294.278,0.218616,0.329132,304.198,0.653694,0.669934,302.53,0.233854,0.329141
294.28,0.218791,0.329274,304.2,0.654317,0.670186,302.532,0.234034,0.329292
294.281,0.218966,0.329417,304.202,0.654939,0.670438,302.534,0.234213,0.329443
294.282,0.219142,0.329559,304.204,0.655565,0.670691,302.536,0.234394,0.329595
294.284,0.219317,0.329701,304.206,0.656188,0.670942,302.537,0.234574,0.329746
294.285,0.219493,0.329844,304.208,0.656811,0.671194,302.539,0.234754,0.329897
294.287,0.219668,0.329986,304.21,0.657437,0.671446,302.541,0.234936,0.33005
294.288,0.219843,0.330127,304.213,0.658061,0.671698,302.543,0.235116,0.330201
294.29,0.220019,0.33027,304.215,0.658684,0.671949,302.544,0.235296,0.330352
294.291,0.220195,0.330412,304.217,0.659308,0.672201,302.546,0.235478,0.330504
294.292,0.220371,0.330555,304.219,0.659935,0.672453,302.548,0.235659,0.330656
294.294,0.220548,0.330697,304.221,0.660559,0.672705,302.55,0.235839,0.330807
294.295,0.220724,0.330839,304.223,0.661183,0.672956,302.551,0.236021,0.330959
294.297,0.220901,0.330982,304.225,0.661807,0.673207,302.553,0.236202,0.331111
294.298,0.221077,0.331124,304.227,0.662432,0.673458,302.555,0.236384,0.331263
294.299,0.221254,0.331267,304.229,0.663057,0.67371,302.557,0.236566,0.331414
294.301,0.221431,0.331409,304.231,0.663682,0.673961,302.558,0.236748,0.331567
294.302,0.221608,0.331552,304.234,0.664307,0.674212,302.56,0.236929,0.331718
294.304,0.221785,0.331695,304.236,0.664932,0.674463,302.562,0.237112,0.33187
294.305,0.221963,0.331837,304.238,0.665557,0.674714,302.564,0.237294,0.332022
294.307,0.22214,0.33198,304.24,0.666183,0.674965,302.565,0.237476,0.332174
294.308,0.222317,0.332122,304.242,0.666808,0.675216,302.567,0.237659,0.332326
294.309,0.222495,0.332265,304.244,0.667434,0.675467,302.569,0.237841,0.332478
294.311,0.222673,0.332408,304.246,0.66806,0.675718,302.571,0.238023,0.332629
294.312,0.222851,0.33255,304.248,0.668689,0.67597,302.573,0.238206,0.332782
294.314,0.223029,0.332693,304.25,0.669315,0.676221,302.574,0.238388,0.332933
294.315,0.223207,0.332836,304.252,0.669942,0.676471,302.576,0.238571,0.333085
294.317,0.223385,0.332978,304.255,0.670568,0.676722,302.578,0.238754,0.333238
294.318,0.223563,0.333121,304.257,0.671198,0.676974,302.58,0.238937,0.333389
294.319,0.223742,0.333264,304.259,0.671825,0.677225,302.581,0.23912,0.333541
294.321,0.22392,0.333406,304.261,0.672452,0.677475,302.583,0.239303,0.333693
294.322,0.224099,0.333549,304.263,0.673079,0.677726,302.585,0.239487,0.333846
