# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,peak_minus_baseline_1K,FS_fit_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,peak_minus_baseline_3K,FS_fit_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,peak_minus_baseline_5K,FS_fit_5K
303.724,-0.26918,-0.270532,0.00135214,-0.270425,309.627,-0.109651,-0.112556,0.00290507,-0.11239,309.192,-0.0272308,-0.0617351,0.0345043,0.163575
303.726,-0.269186,-0.270531,0.00134552,-0.270424,309.629,-0.109666,-0.112549,0.00288275,-0.112384,309.194,-0.0273235,-0.0617253,0.0344018,0.163104
303.727,-0.269191,-0.27053,0.00133919,-0.270424,309.631,-0.109681,-0.112541,0.00286068,-0.112378,309.196,-0.0274161,-0.0617155,0.0342994,0.162636
303.729,-0.269197,-0.27053,0.00133319,-0.270424,309.634,-0.109695,-0.112534,0.00283861,-0.112372,309.198,-0.0275084,-0.0617057,0.0341973,0.162168
303.73,-0.269202,-0.270529,0.00132717,-0.270423,309.636,-0.10971,-0.112527,0.00281631,-0.112365,309.199,-0.0276003,-0.0616958,0.0340956,0.161699
303.732,-0.269207,-0.270528,0.00132166,-0.270423,309.638,-0.109725,-0.112519,0.00279394,-0.112359,309.201,-0.0276916,-0.061686,0.0339944,0.161233
303.733,-0.269211,-0.270528,0.00131667,-0.270422,309.64,-0.10974,-0.112512,0.00277165,-0.112353,309.203,-0.0277823,-0.0616762,0.0338939,0.160766
303.734,-0.269215,-0.270527,0.00131218,-0.270422,309.642,-0.109755,-0.112505,0.00274948,-0.112347,309.205,-0.0278725,-0.0616664,0.0337939,0.160302
303.736,-0.269218,-0.270526,0.00130789,-0.270422,309.644,-0.10977,-0.112497,0.00272755,-0.112341,309.206,-0.0279623,-0.0616566,0.0336943,0.159839
303.737,-0.269222,-0.270526,0.00130315,-0.270421,309.646,-0.109784,-0.11249,0.00270602,-0.112335,309.208,-0.0280518,-0.0616468,0.0335949,0.159374
303.739,-0.269227,-0.270525,0.00129804,-0.270421,309.648,-0.109798,-0.112483,0.00268492,-0.112328,309.21,-0.0281413,-0.061637,0.0334957,0.158912
303.74,-0.269231,-0.270524,0.00129329,-0.270421,309.65,-0.109811,-0.112475,0.00266441,-0.112322,309.212,-0.0282309,-0.0616271,0.0333963,0.158449
303.742,-0.269235,-0.270523,0.00128852,-0.27042,309.652,-0.109824,-0.112468,0.00264436,-0.112316,309.213,-0.0283207,-0.0616173,0.0332967,0.157989
303.743,-0.269239,-0.270523,0.00128346,-0.27042,309.655,-0.109836,-0.112461,0.00262445,-0.11231,309.215,-0.0284108,-0.0616075,0.0331967,0.157528
303.744,-0.269244,-0.270522,0.00127856,-0.27042,309.657,-0.109849,-0.112454,0.00260464,-0.112303,309.217,-0.0285012,-0.0615977,0.0330966,0.15707
303.746,-0.269248,-0.270521,0.00127353,-0.270419,309.659,-0.109861,-0.112446,0.00258476,-0.112297,309.219,-0.0285918,-0.0615879,0.0329961,0.15661
303.747,-0.269252,-0.270521,0.00126841,-0.270419,309.661,-0.109874,-0.112439,0.00256511,-0.112291,309.221,-0.0286825,-0.0615781,0.0328956,0.156153
303.749,-0.269256,-0.27052,0.00126354,-0.270419,309.663,-0.109886,-0.112432,0.0025457,-0.112285,309.222,-0.0287733,-0.0615682,0.0327949,0.155695
303.75,-0.26926,-0.270519,0.00125895,-0.270418,309.665,-0.109897,-0.112424,0.0025268,-0.112278,309.224,-0.0288641,-0.0615584,0.0326944,0.15524
303.751,-0.269264,-0.270519,0.00125466,-0.270418,309.667,-0.109909,-0.112417,0.00250831,-0.112272,309.226,-0.0289547,-0.0615486,0.032594,0.154786
303.753,-0.269268,-0.270518,0.00125028,-0.270418,309.669,-0.10992,-0.11241,0.00249005,-0.112266,309.228,-0.0290451,-0.0615388,0.0324937,0.15433
303.754,-0.269272,-0.270517,0.00124533,-0.270417,309.671,-0.10993,-0.112402,0.00247218,-0.11226,309.229,-0.0291351,-0.061529,0.0323939,0.153877
303.756,-0.269277,-0.270517,0.00123991,-0.270417,309.673,-0.10994,-0.112395,0.00245471,-0.112253,309.231,-0.0292245,-0.0615192,0.0322947,0.153426
303.757,-0.269282,-0.270516,0.00123418,-0.270416,309.675,-0.10995,-0.112388,0.00243752,-0.112247,309.233,-0.0293134,-0.0615094,0.032196,0.152972
303.759,-0.269287,-0.270515,0.00122766,-0.270416,309.678,-0.10996,-0.11238,0.0024205,-0.112241,309.235,-0.0294015,-0.0614996,0.0320981,0.152522
303.76,-0.269294,-0.270514,0.00122003,-0.270416,309.68,-0.10997,-0.112373,0.00240339,-0.112234,309.236,-0.0294888,-0.0614898,0.032001,0.152073
303.761,-0.269302,-0.270514,0.00121182,-0.270415,309.682,-0.109979,-0.112366,0.00238634,-0.112228,309.238,-0.0295754,-0.06148,0.0319046,0.151625
303.763,-0.269309,-0.270513,0.00120355,-0.270415,309.684,-0.109989,-0.112358,0.00236938,-0.112222,309.24,-0.0296613,-0.0614702,0.0318088,0.151175
303.764,-0.269316,-0.270512,0.00119584,-0.270415,309.686,-0.109999,-0.112351,0.00235229,-0.112215,309.242,-0.0297469,-0.0614604,0.0317135,0.150728
303.766,-0.269324,-0.270512,0.0011878,-0.270414,309.688,-0.110009,-0.112344,0.00233498,-0.112209,309.243,-0.029832,-0.0614506,0.0316186,0.150282
303.767,-0.269332,-0.270511,0.0011793,-0.270414,309.69,-0.110019,-0.112336,0.00231738,-0.112203,309.245,-0.0299168,-0.0614407,0.0315239,0.149834
303.769,-0.269339,-0.27051,0.00117083,-0.270413,309.692,-0.11003,-0.112329,0.00229953,-0.112196,309.247,-0.0300014,-0.0614309,0.0314296,0.14939
303.77,-0.269347,-0.27051,0.00116221,-0.270413,309.694,-0.11004,-0.112322,0.00228193,-0.11219,309.249,-0.0300855,-0.0614211,0.0313357,0.148946
303.771,-0.269355,-0.270509,0.00115429,-0.270413,309.696,-0.11005,-0.112315,0.00226441,-0.112184,309.25,-0.0301692,-0.0614113,0.0312421,0.148501
303.773,-0.269361,-0.270508,0.00114696,-0.270412,309.699,-0.110061,-0.112307,0.00224653,-0.112177,309.252,-0.0302522,-0.0614015,0.0311493,0.148059
303.774,-0.269368,-0.270507,0.00113932,-0.270412,309.701,-0.110072,-0.1123,0.00222837,-0.112171,309.254,-0.0303346,-0.0613917,0.031057,0.147616
303.776,-0.269375,-0.270507,0.00113164,-0.270412,309.703,-0.110083,-0.112293,0.00220989,-0.112165,309.256,-0.0304163,-0.0613819,0.0309656,0.147175
303.777,-0.269382,-0.270506,0.00112369,-0.270411,309.705,-0.110094,-0.112285,0.00219136,-0.112158,309.257,-0.0304972,-0.0613721,0.0308749,0.146736
303.778,-0.26939,-0.270505,0.00111574,-0.270411,309.707,-0.110105,-0.112278,0.00217285,-0.112152,309.259,-0.0305774,-0.0613622,0.0307848,0.146294
303.78,-0.269397,-0.270505,0.00110768,-0.27041,309.709,-0.110116,-0.112271,0.0021542,-0.112145,309.261,-0.0306571,-0.0613524,0.0306953,0.145856
303.781,-0.269405,-0.270504,0.00109853,-0.27041,309.711,-0.110128,-0.112263,0.00213537,-0.112139,309.263,-0.0307364,-0.0613426,0.0306062,0.145417
303.783,-0.269414,-0.270503,0.00108916,-0.27041,309.713,-0.11014,-0.112256,0.002116,-0.112133,309.264,-0.0308155,-0.0613328,0.0305173,0.144981
303.784,-0.269423,-0.270503,0.00107924,-0.270409,309.715,-0.110152,-0.112249,0.00209666,-0.112126,309.266,-0.0308945,-0.061323,0.0304284,0.144542
303.786,-0.269433,-0.270502,0.00106851,-0.270409,309.717,-0.110164,-0.112241,0.00207743,-0.11212,309.268,-0.0309736,-0.0613131,0.0303395,0.144105
303.787,-0.269443,-0.270501,0.00105815,-0.270409,309.72,-0.110175,-0.112234,0.00205864,-0.112113,309.27,-0.0310528,-0.0613033,0.0302506,0.143671
303.788,-0.269452,-0.2705,0.00104835,-0.270408,309.722,-0.110187,-0.112227,0.00204013,-0.112107,309.271,-0.0311319,-0.0612935,0.0301616,0.143236
303.79,-0.269462,-0.2705,0.00103781,-0.270408,309.724,-0.110198,-0.112219,0.00202162,-0.1121,309.273,-0.0312109,-0.0612837,0.0300728,0.142803
303.791,-0.269472,-0.270499,0.00102739,-0.270407,309.726,-0.110209,-0.112212,0.00200312,-0.112094,309.275,-0.0312897,-0.0612738,0.0299842,0.142369
303.793,-0.269481,-0.270498,0.0010172,-0.270407,309.728,-0.11022,-0.112205,0.0019849,-0.112088,309.277,-0.0313682,-0.0612641,0.0298959,0.141938
303.794,-0.269491,-0.270498,0.00100703,-0.270407,309.73,-0.11023,-0.112197,0.0019673,-0.112081,309.278,-0.0314464,-0.0612542,0.0298078,0.141506
303.796,-0.2695,-0.270497,0.000996796,-0.270406,309.732,-0.11024,-0.11219,0.00195024,-0.112075,309.28,-0.0315244,-0.0612444,0.02972,0.141077
303.797,-0.26951,-0.270496,0.000986716,-0.270406,309.734,-0.110249,-0.112183,0.00193354,-0.112068,309.282,-0.0316022,-0.0612346,0.0296324,0.140648
303.798,-0.269519,-0.270496,0.00097642,-0.270405,309.736,-0.110259,-0.112176,0.00191687,-0.112062,309.284,-0.0316799,-0.0612248,0.0295448,0.140218
303.8,-0.269528,-0.270495,0.0009664,-0.270405,309.738,-0.110268,-0.112168,0.00190038,-0.112055,309.285,-0.0317576,-0.061215,0.0294573,0.139791
303.801,-0.269537,-0.270494,0.000957019,-0.270405,309.74,-0.110277,-0.112161,0.00188408,-0.112049,309.287,-0.0318355,-0.0612051,0.0293697,0.139363
303.803,-0.269546,-0.270493,0.000947937,-0.270404,309.743,-0.110286,-0.112154,0.00186792,-0.112042,309.289,-0.0319135,-0.0611954,0.0292818,0.138938
303.804,-0.269553,-0.270493,0.000939311,-0.270404,309.745,-0.110294,-0.112146,0.00185193,-0.112036,309.291,-0.0319919,-0.0611856,0.0291936,0.138513
303.805,-0.269561,-0.270492,0.000930881,-0.270403,309.747,-0.110303,-0.112139,0.00183625,-0.112029,309.292,-0.0320708,-0.0611757,0.0291049,0.138087
303.807,-0.269569,-0.270491,0.000922342,-0.270403,309.749,-0.110311,-0.112132,0.00182094,-0.112023,309.294,-0.0321502,-0.0611659,0.0290157,0.137664
303.808,-0.269576,-0.270491,0.000914386,-0.270403,309.751,-0.110318,-0.112124,0.00180613,-0.112016,309.296,-0.0322303,-0.0611561,0.0289258,0.137239
303.81,-0.269584,-0.27049,0.000906084,-0.270402,309.753,-0.110325,-0.112117,0.0017921,-0.11201,309.298,-0.032311,-0.0611463,0.0288353,0.136818
303.811,-0.269591,-0.270489,0.000898147,-0.270402,309.755,-0.110331,-0.11211,0.00177853,-0.112003,309.299,-0.0323923,-0.0611364,0.0287442,0.136395
303.813,-0.269598,-0.270489,0.000890233,-0.270401,309.757,-0.110337,-0.112102,0.00176557,-0.111997,309.301,-0.032474,-0.0611267,0.0286526,0.135975
303.814,-0.269606,-0.270488,0.000881985,-0.270401,309.759,-0.110342,-0.112095,0.00175264,-0.11199,309.303,-0.032556,-0.0611168,0.0285608,0.135554
303.815,-0.269614,-0.270487,0.00087324,-0.270401,309.761,-0.110349,-0.112088,0.00173891,-0.111983,309.305,-0.0326381,-0.061107,0.0284689,0.135135
303.817,-0.269623,-0.270487,0.000863601,-0.2704,309.764,-0.110357,-0.11208,0.00172364,-0.111977,309.306,-0.0327201,-0.0610972,0.0283771,0.134716
303.818,-0.269632,-0.270486,0.000854156,-0.2704,309.766,-0.110366,-0.112073,0.00170685,-0.11197,309.308,-0.0328017,-0.0610874,0.0282857,0.134299
303.82,-0.26964,-0.270485,0.000844637,-0.270399,309.768,-0.110376,-0.112066,0.00168936,-0.111964,309.31,-0.0328828,-0.0610776,0.0281948,0.133883
303.821,-0.26965,-0.270484,0.000834799,-0.270399,309.77,-0.110387,-0.112058,0.00167168,-0.111957,309.312,-0.0329633,-0.0610677,0.0281044,0.133465
303.823,-0.269659,-0.270484,0.000824536,-0.270399,309.772,-0.110397,-0.112051,0.00165407,-0.111951,309.313,-0.0330433,-0.061058,0.0280147,0.133051
303.824,-0.269669,-0.270483,0.000813889,-0.270398,309.774,-0.110408,-0.112044,0.00163627,-0.111944,309.315,-0.0331226,-0.0610482,0.0279256,0.132637
303.825,-0.26968,-0.270482,0.000802692,-0.270398,309.776,-0.110418,-0.112037,0.00161819,-0.111937,309.317,-0.0332014,-0.0610383,0.0278369,0.132222
303.827,-0.269691,-0.270482,0.000791027,-0.270397,309.778,-0.110429,-0.112029,0.00159977,-0.111931,309.319,-0.0332796,-0.0610285,0.0277489,0.13181
303.828,-0.269701,-0.270481,0.000779687,-0.270397,309.78,-0.110441,-0.112022,0.00158097,-0.111924,309.32,-0.0333574,-0.0610187,0.0276614,0.131398
303.83,-0.269712,-0.27048,0.000767744,-0.270397,309.782,-0.110452,-0.112015,0.00156238,-0.111918,309.322,-0.0334346,-0.0610089,0.0275743,0.130985
303.831,-0.269723,-0.27048,0.000756123,-0.270396,309.785,-0.110463,-0.112007,0.00154403,-0.111911,309.324,-0.0335112,-0.0609991,0.0274879,0.130576
303.832,-0.269735,-0.270479,0.000744134,-0.270396,309.787,-0.110474,-0.112,0.00152612,-0.111905,309.326,-0.0335872,-0.0609893,0.0274021,0.130167
303.834,-0.269747,-0.270478,0.000731324,-0.270395,309.789,-0.110484,-0.111993,0.00150862,-0.111898,309.327,-0.0336627,-0.0609795,0.0273168,0.129758
303.835,-0.269759,-0.270477,0.000718343,-0.270395,309.791,-0.110494,-0.111985,0.00149108,-0.111891,309.329,-0.0337378,-0.0609697,0.0272318,0.129348
303.837,-0.269772,-0.270477,0.000704717,-0.270394,309.793,-0.110505,-0.111978,0.00147342,-0.111885,309.331,-0.0338126,-0.0609599,0.0271472,0.128941
303.838,-0.269786,-0.270476,0.00069032,-0.270394,309.795,-0.110515,-0.111971,0.0014557,-0.111878,309.333,-0.0338873,-0.0609501,0.0270628,0.128535
303.84,-0.2698,-0.270475,0.000675398,-0.270394,309.797,-0.110525,-0.111963,0.00143813,-0.111871,309.335,-0.0339621,-0.0609402,0.0269782,0.128128
303.841,-0.269814,-0.270475,0.000660435,-0.270393,309.799,-0.110535,-0.111956,0.001421,-0.111865,309.336,-0.0340369,-0.0609305,0.0268936,0.127723
303.842,-0.269828,-0.270474,0.000645696,-0.270393,309.801,-0.110544,-0.111949,0.00140429,-0.111858,309.338,-0.0341118,-0.0609206,0.0268088,0.127317
303.844,-0.269842,-0.270473,0.000631075,-0.270392,309.803,-0.110554,-0.111941,0.00138777,-0.111851,309.34,-0.0341867,-0.0609108,0.0267241,0.126914
303.845,-0.269856,-0.270473,0.00061659,-0.270392,309.806,-0.110563,-0.111934,0.00137136,-0.111845,309.342,-0.0342615,-0.060901,0.0266394,0.12651
303.847,-0.26987,-0.270472,0.0006022,-0.270391,309.808,-0.110572,-0.111927,0.00135511,-0.111838,309.343,-0.0343362,-0.0608912,0.026555,0.126108
303.848,-0.269883,-0.270471,0.00058836,-0.270391,309.81,-0.110581,-0.111919,0.00133891,-0.111831,309.345,-0.0344107,-0.0608814,0.0264707,0.125707
303.85,-0.269895,-0.27047,0.000575046,-0.270391,309.812,-0.110589,-0.111912,0.001323,-0.111825,309.347,-0.034485,-0.0608715,0.0263865,0.125305
303.851,-0.269908,-0.27047,0.000561879,-0.27039,309.814,-0.110598,-0.111905,0.00130717,-0.111818,309.349,-0.0345592,-0.0608618,0.0263025,0.124906
303.852,-0.26992,-0.270469,0.000548987,-0.27039,309.816,-0.110606,-0.111898,0.00129168,-0.111811,309.35,-0.0346335,-0.0608519,0.0262184,0.124505
303.854,-0.269932,-0.270468,0.000536365,-0.270389,309.818,-0.110614,-0.11189,0.00127652,-0.111805,309.352,-0.034708,-0.0608421,0.0261341,0.124107
303.855,-0.269944,-0.270468,0.000523902,-0.270389,309.82,-0.110621,-0.111883,0.0012616,-0.111798,309.354,-0.0347827,-0.0608323,0.0260496,0.123708
303.857,-0.269955,-0.270467,0.00051196,-0.270388,309.822,-0.110629,-0.111876,0.00124645,-0.111791,309.356,-0.0348578,-0.0608225,0.0259647,0.123312
303.858,-0.269967,-0.270466,0.000499527,-0.270388,309.824,-0.110637,-0.111868,0.00123101,-0.111785,309.357,-0.0349332,-0.0608126,0.0258794,0.122914
303.86,-0.269979,-0.270466,0.000486591,-0.270388,309.827,-0.110645,-0.111861,0.001216,-0.111778,309.359,-0.0350091,-0.0608028,0.0257937,0.122519
303.861,-0.269991,-0.270465,0.000473617,-0.270387,309.829,-0.110652,-0.111854,0.00120194,-0.111771,309.361,-0.0350854,-0.060793,0.0257076,0.122123
303.862,-0.270004,-0.270464,0.000460434,-0.270387,309.831,-0.110658,-0.111846,0.00118861,-0.111765,309.363,-0.035162,-0.0607832,0.0256212,0.121729
303.864,-0.270016,-0.270463,0.00044705,-0.270386,309.833,-0.110664,-0.111839,0.00117543,-0.111758,309.364,-0.0352391,-0.0607734,0.0255343,0.121335
303.865,-0.27003,-0.270463,0.000433148,-0.270386,309.835,-0.110669,-0.111832,0.00116234,-0.111751,309.366,-0.0353165,-0.0607636,0.0254471,0.120943
303.867,-0.270043,-0.270462,0.000419253,-0.270385,309.837,-0.110675,-0.111824,0.00114938,-0.111744,309.368,-0.0353943,-0.0607537,0.0253594,0.120549
303.868,-0.270056,-0.270461,0.00040589,-0.270385,309.839,-0.11068,-0.111817,0.00113674,-0.111738,309.37,-0.0354725,-0.0607439,0.0252714,0.120159
303.869,-0.270068,-0.270461,0.000392642,-0.270385,309.841,-0.110685,-0.11181,0.00112435,-0.111731,309.371,-0.0355509,-0.0607341,0.0251832,0.119767
303.871,-0.27008,-0.27046,0.000379576,-0.270384,309.843,-0.110691,-0.111802,0.00111177,-0.111724,309.373,-0.0356294,-0.0607242,0.0250948,0.119376
303.872,-0.270092,-0.270459,0.000366978,-0.270384,309.845,-0.110696,-0.111795,0.00109888,-0.111718,309.375,-0.0357079,-0.0607145,0.0250066,0.118988
303.874,-0.270104,-0.270459,0.000354486,-0.270383,309.847,-0.110702,-0.111788,0.00108586,-0.111711,309.377,-0.0357861,-0.0607046,0.0249185,0.118598
303.875,-0.270116,-0.270458,0.000341601,-0.270383,309.85,-0.110708,-0.111781,0.00107263,-0.111704,309.378,-0.035864,-0.0606948,0.0248308,0.118212
303.877,-0.270129,-0.270457,0.000328471,-0.270382,309.852,-0.110714,-0.111773,0.00105933,-0.111697,309.38,-0.0359413,-0.060685,0.0247436,0.117824
303.878,-0.270141,-0.270457,0.000315115,-0.270382,309.854,-0.11072,-0.111766,0.00104608,-0.111691,309.382,-0.036018,-0.0606752,0.0246572,0.117438
303.879,-0.270153,-0.270456,0.000302371,-0.270381,309.856,-0.110726,-0.111759,0.00103297,-0.111684,309.384,-0.0360941,-0.0606653,0.0245712,0.117052
303.881,-0.270166,-0.270455,0.00028962,-0.270381,309.858,-0.110731,-0.111751,0.00102001,-0.111677,309.385,-0.0361697,-0.0606555,0.0244858,0.116668
303.882,-0.270177,-0.270454,0.000277016,-0.270381,309.86,-0.110737,-0.111744,0.00100712,-0.11167,309.387,-0.036245,-0.0606457,0.0244007,0.116283
303.884,-0.270188,-0.270454,0.000265307,-0.27038,309.862,-0.110742,-0.111737,0.000994153,-0.111664,309.389,-0.0363202,-0.0606359,0.0243157,0.1159
303.885,-0.270199,-0.270453,0.000254218,-0.27038,309.864,-0.110748,-0.111729,0.000981243,-0.111657,309.391,-0.0363955,-0.0606261,0.0242307,0.115519
303.887,-0.270209,-0.270452,0.00024351,-0.270379,309.866,-0.110753,-0.111722,0.000968598,-0.11165,309.392,-0.036471,-0.0606163,0.0241453,0.115136
303.888,-0.270219,-0.270452,0.000233039,-0.270379,309.868,-0.110758,-0.111715,0.000956548,-0.111643,309.394,-0.0365468,-0.0606065,0.0240597,0.114756
303.889,-0.270228,-0.270451,0.000222774,-0.270378,309.871,-0.110762,-0.111707,0.000945222,-0.111636,309.396,-0.0366229,-0.0605966,0.0239738,0.114374
303.891,-0.270237,-0.27045,0.000212832,-0.270378,309.873,-0.110766,-0.1117,0.00093428,-0.11163,309.398,-0.036699,-0.0605868,0.0238878,0.113995
303.892,-0.270247,-0.27045,0.000202921,-0.270377,309.875,-0.110769,-0.111693,0.000923625,-0.111623,309.399,-0.036775,-0.0605771,0.023802,0.113617
303.894,-0.270256,-0.270449,0.000193227,-0.270377,309.877,-0.110773,-0.111685,0.000912796,-0.111616,309.401,-0.0368508,-0.0605672,0.0237164,0.113238
303.895,-0.270264,-0.270448,0.000183964,-0.270377,309.879,-0.110776,-0.111678,0.000901721,-0.111609,309.403,-0.0369261,-0.0605574,0.0236313,0.112862
303.896,-0.270273,-0.270447,0.000174765,-0.270376,309.881,-0.11078,-0.111671,0.000890304,-0.111602,309.405,-0.0370009,-0.0605476,0.0235467,0.112486
303.898,-0.270281,-0.270447,0.000166035,-0.270376,309.883,-0.110785,-0.111663,0.00087866,-0.111596,309.406,-0.037075,-0.0605378,0.0234628,0.112109
303.899,-0.270288,-0.270446,0.000157696,-0.270375,309.885,-0.110789,-0.111656,0.000866916,-0.111589,309.408,-0.0371482,-0.060528,0.0233798,0.111734
303.901,-0.270296,-0.270445,0.000149397,-0.270375,309.887,-0.110793,-0.111649,0.000855328,-0.111582,309.41,-0.0372207,-0.0605181,0.0232974,0.111358
303.902,-0.270303,-0.270445,0.000141167,-0.270374,309.889,-0.110797,-0.111641,0.000844175,-0.111575,309.412,-0.0372924,-0.0605084,0.023216,0.110985
303.904,-0.270311,-0.270444,0.000132554,-0.270374,309.892,-0.110801,-0.111634,0.000833008,-0.111568,309.413,-0.0373632,-0.0604986,0.0231353,0.110613
303.905,-0.27032,-0.270443,0.000123351,-0.270373,309.894,-0.110805,-0.111627,0.000821483,-0.111562,309.415,-0.0374334,-0.0604887,0.0230553,0.11024
303.906,-0.270329,-0.270443,0.000113922,-0.270373,309.896,-0.11081,-0.111619,0.000809844,-0.111555,309.417,-0.0375029,-0.0604789,0.022976,0.109869
303.908,-0.270338,-0.270442,0.000104241,-0.270372,309.898,-0.110814,-0.111612,0.000798089,-0.111548,309.419,-0.0375718,-0.0604691,0.0228973,0.109497
303.909,-0.270347,-0.270441,9.46735e-05,-0.270372,309.9,-0.110819,-0.111605,0.000786312,-0.111541,309.42,-0.03764,-0.0604593,0.0228192,0.109127
303.911,-0.270355,-0.27044,8.52236e-05,-0.270371,309.902,-0.110823,-0.111597,0.000774103,-0.111534,309.422,-0.0377076,-0.0604495,0.0227419,0.108759
303.912,-0.270364,-0.27044,7.56288e-05,-0.270371,309.904,-0.110829,-0.11159,0.000761343,-0.111527,309.424,-0.0377745,-0.0604397,0.0226652,0.108388
303.913,-0.270373,-0.270439,6.61321e-05,-0.270371,309.906,-0.110835,-0.111583,0.000748196,-0.11152,309.426,-0.0378406,-0.0604299,0.0225893,0.108021
303.915,-0.270382,-0.270438,5.60148e-05,-0.27037,309.908,-0.11084,-0.111576,0.000735233,-0.111514,309.428,-0.037906,-0.06042,0.022514,0.107653
303.916,-0.270392,-0.270438,4.55185e-05,-0.27037,309.91,-0.110846,-0.111568,0.000722519,-0.111507,309.429,-0.0379708,-0.0604102,0.0224394,0.107287
303.918,-0.270402,-0.270437,3.53699e-05,-0.270369,309.913,-0.110851,-0.111561,0.000710205,-0.1115,309.431,-0.0380352,-0.0604004,0.0223652,0.106919
303.919,-0.270412,-0.270436,2.47193e-05,-0.270369,309.915,-0.110855,-0.111554,0.000698291,-0.111493,309.433,-0.0380991,-0.0603906,0.0222915,0.106555
303.921,-0.270422,-0.270436,1.3827e-05,-0.270368,309.917,-0.11086,-0.111546,0.000686307,-0.111486,309.435,-0.0381628,-0.0603807,0.022218,0.106189
303.922,-0.270432,-0.270435,3.07183e-06,-0.270368,309.919,-0.110865,-0.111539,0.000673814,-0.111479,309.436,-0.0382262,-0.060371,0.0221447,0.105826
303.923,-0.270443,-0.270434,0,-0.270367,309.921,-0.110871,-0.111532,0.000660987,-0.111473,309.438,-0.0382895,-0.0603611,0.0220716,0.105462
303.925,-0.270454,-0.270434,0,-0.270367,309.923,-0.110877,-0.111524,0.000647859,-0.111466,309.44,-0.0383526,-0.0603513,0.0219987,0.1051
303.926,-0.270465,-0.270433,0,-0.270366,309.925,-0.110883,-0.111517,0.00063456,-0.111459,309.442,-0.0384156,-0.0603415,0.0219259,0.104737
303.928,-0.270475,-0.270432,0,-0.270366,309.927,-0.110889,-0.11151,0.000620608,-0.111452,309.443,-0.0384784,-0.0603317,0.0218532,0.104377
303.929,-0.270485,-0.270431,0,-0.270365,309.929,-0.110897,-0.111502,0.000605884,-0.111445,309.445,-0.0385412,-0.0603218,0.0217806,0.104015
303.931,-0.270494,-0.270431,0,-0.270365,309.931,-0.110905,-0.111495,0.000590376,-0.111438,309.447,-0.0386038,-0.060312,0.0217082,0.103656
303.932,-0.270502,-0.27043,0,-0.270364,309.933,-0.110913,-0.111488,0.000574453,-0.111431,309.449,-0.0386664,-0.0603022,0.0216358,0.103296
303.933,-0.270509,-0.270429,0,-0.270364,309.936,-0.110922,-0.11148,0.000557993,-0.111424,309.45,-0.0387287,-0.0602924,0.0215637,0.102939
303.935,-0.270515,-0.270429,0,-0.270364,309.938,-0.110932,-0.111473,0.000540861,-0.111417,309.452,-0.0387907,-0.0602826,0.0214919,0.10258
303.936,-0.270521,-0.270428,0,-0.270363,309.94,-0.110943,-0.111466,0.000523333,-0.111411,309.454,-0.0388523,-0.0602727,0.0214205,0.102222
303.938,-0.270526,-0.270427,0,-0.270363,309.942,-0.110953,-0.111459,0.000505473,-0.111404,309.456,-0.0389133,-0.0602629,0.0213496,0.101866
303.939,-0.270531,-0.270427,0,-0.270362,309.944,-0.110964,-0.111451,0.00048733,-0.111397,309.457,-0.0389738,-0.0602531,0.0212793,0.10151
303.94,-0.270535,-0.270426,0,-0.270362,309.946,-0.110975,-0.111444,0.000468789,-0.11139,309.459,-0.0390337,-0.0602433,0.0212096,0.101156
303.942,-0.270538,-0.270425,0,-0.270361,309.948,-0.110987,-0.111437,0.00044963,-0.111383,309.461,-0.0390929,-0.0602334,0.0211405,0.1008
303.943,-0.270541,-0.270424,0,-0.270361,309.95,-0.110999,-0.111429,0.000430025,-0.111376,309.463,-0.0391516,-0.0602236,0.0210721,0.100448
303.945,-0.270543,-0.270424,0,-0.27036,309.952,-0.111011,-0.111422,0.000410528,-0.111369,309.464,-0.0392098,-0.0602138,0.021004,0.100094
303.946,-0.270546,-0.270423,0,-0.27036,309.954,-0.111024,-0.111415,0.000391055,-0.111362,309.466,-0.0392675,-0.060204,0.0209365,0.0997426
303.948,-0.270548,-0.270422,0,-0.270359,309.957,-0.111036,-0.111407,0.000371418,-0.111355,309.468,-0.0393248,-0.0601942,0.0208693,0.09939
303.949,-0.27055,-0.270422,0,-0.270359,309.959,-0.111048,-0.1114,0.00035156,-0.111348,309.47,-0.0393818,-0.0601844,0.0208026,0.0990401
303.95,-0.270552,-0.270421,0,-0.270358,309.961,-0.111061,-0.111393,0.000331695,-0.111341,309.471,-0.0394383,-0.0601746,0.0207363,0.0986909
303.952,-0.270553,-0.27042,0,-0.270358,309.963,-0.111073,-0.111385,0.000311907,-0.111335,309.473,-0.0394944,-0.0601647,0.0206704,0.0983404
303.953,-0.270554,-0.27042,0,-0.270357,309.965,-0.111086,-0.111378,0.0002923,-0.111328,309.475,-0.0395501,-0.0601549,0.0206049,0.0979925
303.955,-0.270555,-0.270419,0,-0.270357,309.967,-0.111098,-0.111371,0.000272971,-0.111321,309.477,-0.0396054,-0.0601451,0.0205397,0.0976433
303.956,-0.270555,-0.270418,0,-0.270356,309.969,-0.11111,-0.111363,0.000253741,-0.111314,309.478,-0.0396604,-0.0601353,0.0204749,0.0972969
